"video_id","title","channel_title","category_id","tags","views","likes","dislikes","comment_total","thumbnail_link","date"
"sa3G0vBlucg","Preserving the Migration of Giants: Guyana's Arapaima","thebrainscoop",27,"the field museum|chicago field museum|science|Biology (Field Of Study)|biology|education|museums|animals|history|world history|natural history|Field Museum Of Natural History (Museum)|Culture|Documentary|the brain scoop|brain scoop|emily graslie|hank green|species|Chicago (City/Town/Village)|Museum (Building Function)|nature|discovery|Guyana|arapaima|rainforest|migration|giant|fish|south america|women in science|women in stem|ichthyologist",26191,1932,11,183,"https://i.ytimg.com/vi/sa3G0vBlucg/default.jpg",23.09
"xbBMVa2A68s","Cat vs Dog - Best Support Class","TierZoo",20,"cat|dog|cute|gaming|overwatch|runescape|osrs",373506,21420,696,5412,"https://i.ytimg.com/vi/xbBMVa2A68s/default.jpg",21.1
"_38JDGnr0vA","Blue Planet II : The Prequel","BBC Earth",15,"BBC|BBC Worldwide|Nature|Natural History|Animals|Wildlife|Wild|bbc earth|sir david attenborough|planet earth|planet earth 2|planet earth II|blue planet|blue planet II|blue planet 2|hans zimmer|radiohead|thom york|prequel|music collaboration|ocean|oceans|sea|water|whale|shark|octopus|bbc documentary|<U+092C><U+0940><U+092C><U+0940><U+0938><U+0940>|<U+0917><U+094D><U+0930><U+0939> <U+092A><U+0943><U+0925><U+094D><U+0935><U+0940> II|<U+0928><U+0940><U+0932><U+0947> <U+0917><U+094D><U+0930><U+0939> II|<U+0928><U+0940><U+0932><U+093E> <U+0917><U+094D><U+0930><U+0939>|<U+0928><U+0940><U+0932><U+0947> <U+0917><U+094D><U+0930><U+0939> 2",1075482,30210,264,2648,"https://i.ytimg.com/vi/_38JDGnr0vA/default.jpg",30.09
"bB01zORIGkA","Making a Plasma Coil Bottle Launcher","NightHawkInLight",27,"Launcher|Bottle|Toy|Propane|Alcohol|Rocket|Plasma|How To|Make|SciFi|SyFy|Pop gun|vortex|ring|coil|nighthawkinlight",231846,7655,115,1082,"https://i.ytimg.com/vi/bB01zORIGkA/default.jpg",14.1
"iIYXR4axaJY","we need to talk.","The Gabbie Show",26,"the gabbie show|mukbang|eating show|adultolescence|out loud|live|lyric|lyrics|no autotune|react|reaction|grwm|chit chat|what i eat in a day",1574802,94941,2247,12442,"https://i.ytimg.com/vi/iIYXR4axaJY/default.jpg",19.09
"AzNIUMW_G8M","What's Really Been Going On | I Covet Thee","I Covet Thee",26,"What's Really Been Going On | I Covet Thee|icovetthee|i covet thee|vlog|what's really been going on|update|update vlog|i covet thee vlog|weekly vlog",184586,9969,135,4934,"https://i.ytimg.com/vi/AzNIUMW_G8M/default.jpg",11.1
"ql0Op1VcELw","What's Actually the Plane of the Future","Wendover Productions",27,"plane|of|the|future|aviation|airplane|aircraft|electric|electric aircraft|electric plane|pilotless plane|airports|airport|wendover|productions|wendover productions|half as interesting|interesting|education|educational|animated|video|boeing|airbus|boeing 797|797|middle market|mom|middle of the market plane|what's actually the plane of the future|edu|797 dreamliner|737 max|airbus a321 neo lr|airbus a321",1016805,25299,998,2705,"https://i.ytimg.com/vi/ql0Op1VcELw/default.jpg",17.09
"KwcfpkTKEF0","I Sent Sammy To Try Out For The LA KINGS! | Shay Mitchell","Shay Mitchell",26,"Shay Mitchell|Shay|Mitchell|Shay Mitchell YouTube|YouTube Shay Mitchell|Shannon Mitchell|ShayM|Shay Mitch|Pretty Little Liars|PLL|Emily Fields|ABC Family|Actress|Amore and Vita|Fashion|Beauty|LA Kings|Hockey|Send Sammy|Sports|Mighty Ducks",96117,6650,71,683,"https://i.ytimg.com/vi/KwcfpkTKEF0/default.jpg",8.1
"ZYQ1cVRtMZU","FENTY BEAUTY RIHANNA MAKEUP TUTORIAL | PatrickStarrr","PatrickStarrr",26,"makeup|transformation|theepatrickstarrr|patrickstarrr|patrick|starrr|full|coverage|foundation|routine|fenty beauty|rihanna|rihanna makeup tutorial|look a like|ynotkeeb|halloween|impersonator|galaxy collection|sephora|kendo|behind the scenes|jeffree star|carlibel|jaclyn hill|nikkie tutorials|mannymua|nicole guerrero|mylifeaseva|liza koshy",2411624,98674,2753,13818,"https://i.ytimg.com/vi/ZYQ1cVRtMZU/default.jpg",17.1
"ZYQ1cVRtMZU","FENTY BEAUTY RIHANNA MAKEUP TUTORIAL | PatrickStarrr","PatrickStarrr",26,"makeup|transformation|theepatrickstarrr|patrickstarrr|patrick|starrr|full|coverage|foundation|routine|fenty beauty|rihanna|rihanna makeup tutorial|look a like|ynotkeeb|halloween|impersonator|galaxy collection|sephora|kendo|behind the scenes|jeffree star|carlibel|jaclyn hill|nikkie tutorials|mannymua|nicole guerrero|mylifeaseva|liza koshy",2318784,95656,2655,13493,"https://i.ytimg.com/vi/ZYQ1cVRtMZU/default.jpg",16.1
"AQa9pEkQ_0Y","FULL FACE OF FIRST IMPRESSIONS | Fenty Beauty, Too Faced , YSL & More","Christen Dominique",26,"full face of first impressions|first impressions|get ready with me|makeup|tutorial|makeup tutorial|rihanna|full face first impressions|fenty beauty|fenty beauty by rihanna|new makeup|fenty beauty rihanna|testing new makeup|fenty beauty hit or miss|christen dominique|too faced|peaches and cream collection|peaches and cream|toofaced|ysl|ysl all hours concealer|beauty|review|2017|new|rihanna makeup|trying new makeup|grwm|christen|dominique|honest review|fenty",348812,19836,311,1650,"https://i.ytimg.com/vi/AQa9pEkQ_0Y/default.jpg",18.09
"GttcbM4GxLo","100 TUBES of MASCARA - Faves & Hates - MAKEUP GRAVEYARD","Tati",26,"YouTube|Beauty|Makeup|Tutorial|Review|vlogger|blogger|Tati|Westbrook|GlamLifeGuru|how to|makeup tutorial|Beauty expert|drugstore|luxury|Haul|favorites|Best|worst|cosmetics|100 TUBES of MASCARA|Makeup Graveyard|Faves & Hates|Makeup Collection",550332,24338,612,4346,"https://i.ytimg.com/vi/GttcbM4GxLo/default.jpg",12.1
"VH1RwkrHPvA","Canelé de Bordeaux - Crispy Baked French Custard Cakes - How to Make Canelés","Food Wishes",26,"Canelés|canneles|Custard|French|Crispy|Baked|pastry|dessert|breakfast|brunch|chef|john|foodwishes|recipes|cooking|food|no mold|easy",266476,8144,199,936,"https://i.ytimg.com/vi/VH1RwkrHPvA/default.jpg",10.1
"A-sDCUXML2E","Generationer","VolkswagenDanmark",2,"Generationer|Far og søn|VW Boble|Boble|Torben Zeller|Familiebil|Kortfilm|Generation|Short Film|Volkswagen|Folkevogn|Bubble|Golf GTE|Golf|bil|short movie car",68742,182,24,38,"https://i.ytimg.com/vi/A-sDCUXML2E/default.jpg",5.1
"b7xndvitLa8","Gaming Beyond the Iron Curtain: East Germany","Super Bunnyhop",20,"History|Germany|Russia|USSR|East Germany|Cold War|Games|Video games|spiel|videospiel|computerspiel",129037,8723,112,1512,"https://i.ytimg.com/vi/b7xndvitLa8/default.jpg",11.1
"aDuB1arf8aE","#CakeSlayer Halloween: SPIDER CAKE | Man About Cake with Joshua John Russell","Man About Cake",26,"spider cake|spider cake topper|halloween wedding cake|unique cake topper|gold halloween cake|elegant halloween cake|cake bling|metallic halloween cake|cake art|spooky|pumpkin spice buttercream|spice cake|fondant textures|stringwork|metallic cake ideas|halloween party|halloween dessert|halloween recipes|halloween baking|easy stringwork|gothic wedding cakes|halloween cake video|man about cake|joshua john russell|cake slayer|craftsy",144769,7789,70,902,"https://i.ytimg.com/vi/aDuB1arf8aE/default.jpg",14.1
"e7acWkAb1dA","Hack It Like a Chef - The Effortless Midweek Meal","SORTEDfood",26,"pork medallions|pork medallions recipe|pork medallions jamie oliver|pork recipe|pork jamie oliver|how to cook pork medaillions|pork cassoulet|cassoulet recipe|easy cassoulet recipe|midweek pork recipe|midweek meal|sortedfood recipe|sortedfood pork|perfect pork recipe|sorted's pork medallions",105917,3595,48,218,"https://i.ytimg.com/vi/e7acWkAb1dA/default.jpg",1.1
"JsTptu56GM8","How Computers Compress Text: Huffman Coding and Huffman Trees","Tom Scott",27,"tom scott|tomscott|the basics|computer science|huffman coding|compression|huffman tree|lossless compression",361683,19006,122,1128,"https://i.ytimg.com/vi/JsTptu56GM8/default.jpg",15.09
"FcPs-bMkUjo","FULL FACE USING CHEAP AMAZON MAKEUP... OMG | Casey Holmes","Casey Holmes",26,"full face|cheap makeup|makeup|amazon makeup|amazon|cosmetics|first impression|hits and misses|casey holmes|omg",341350,13006,518,1355,"https://i.ytimg.com/vi/FcPs-bMkUjo/default.jpg",14.1
"_Eb9kppyRxc","MY SCARIEST GHOST EXPERIENCE!","The Gabbie Show",26,"ghost|paranormal|story|storytime|ghost story|gabbie|out loud|out|loud|adultolescence|boyfriend|date|dating|bad date",1036312,124909,1711,12048,"https://i.ytimg.com/vi/_Eb9kppyRxc/default.jpg",23.09
"5qlSfNVp3fU","Crazy Lion Plays Fetch Like a Dog!","Cole and Marmalade",15,"cats|cat videos|funny cat videos|Cole and Marmalade|Big Cat Rescue|Crazy Lion|Lion Attack|lion hunting|Africa|Biggest lion|biggest cat that purrs|lion roar|purr|roar|scary|angry lion|circus|rescued|Emoya|Sanctuary|lion fight|lion climbs tree|cat stuck in tree|weird|behavior|crazy|fail|best",289916,7584,199,30,"https://i.ytimg.com/vi/5qlSfNVp3fU/default.jpg",17.1
"oqmSuPJfvJo","Jiggly Cheese Cake REDO! Reading Mean (Inspiring) Comments","ThreadBanger",26,"DIY|threadbanger|Corinne Leigh|Rob Czar|how to|man vs pin|pinterest|pinterest fails|corinne vs cooking|jiggly cheese cake|japanese cheese cake|food|baking",1459882,83321,1017,13144,"https://i.ytimg.com/vi/oqmSuPJfvJo/default.jpg",18.09
"evvVtqmvE5w","WILL IT BITE?! - BIG CREEPY SPIDER!","Brave Wilderness",15,"adventure|adventurous|animals|breaking|breaking trail|coyote|coyote peterson|peterson|snapping turtle|trail|wild|black widow|black widow spider|spider|poisonous|brave|brave wilderness|wildlife|bitten|bite|will it bite|black widow challenge|bitten by a spider|spider bite|brown recluse|free handle|holding a black widow|the black widow|deadly|deadly spider|dangerous|dangerous spider|scary|fang|golden orb weaver|big creepy spider|spider challenge|giant spider",2608382,61054,1250,16773,"https://i.ytimg.com/vi/evvVtqmvE5w/default.jpg",24.09
"xlu6i6lT_vk","How Do MASSIVE Sinkholes Form?","Life Noggin",27,"sinkhole|how do sinkholes form|sinkhole in water|sinkhole 2017|massive sinkhole|dangerous sinkhole|scary sinkhole|car sinkhole|lake|sinkhole swallows car|sinkhole swallows home|sinkhole swallows house|underground water|underground river|underground lake|underground ocean|cave|groundwater|salt|limestone|dolomite|drought|climate change|global warming|signs of sinkhole|sinkhole warning signs|skillshare|life noggin|science|animation|animated science|blocko",257943,10792,255,1257,"https://i.ytimg.com/vi/xlu6i6lT_vk/default.jpg",17.1
"a9ITIaKzG3A","Official Call of Duty®: WWII - Story Trailer","Call of Duty",20,"call of duty|cod|activision|campaign|sledgehammer games",1133022,70597,1880,16288,"https://i.ytimg.com/vi/a9ITIaKzG3A/default.jpg",22.09
"Wb-6fhfAn2I","Why We Eat Too Much","The School of Life",27,"the school of life|school|life|education|relationships|mood|alain de botton|sermon|philosophy|lecture|wisdom|London|secular|self|improvement|curriculum|big questions|love|wellness|mindfullness|psychology|Alain|de|botton|food|eating|too much|glutteny|over indulgance|why|obesity|PL-SELF|por qué como demasiado|warum isst ich zu viel|por que eu como demais|pourquoi mange-moi trop|<U+6211><U+4E3A><U+4EC0><U+4E48><U+8981><U+5403><U+592A><U+591A>|<U+092E><U+0948><U+0902> <U+092C><U+0939><U+0941><U+0924> <U+091C><U+094D><U+092F><U+093E><U+0926><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0916><U+093E><U+0924><U+0940> <U+0939><U+0942><U+0902>|<U+091C><U+094D><U+092F><U+093E><U+0926><U+093E> <U+0916><U+093E>|<U+66B4><U+996E><U+66B4><U+98DF>|trop manger|Überessen|comiendo en exceso",164771,6633,853,1041,"https://i.ytimg.com/vi/Wb-6fhfAn2I/default.jpg",17.09
"unByRjDRA34","MAKING KYLIE JENNER'S CLOTHES *for cheap!*","Amber Scholl",26,"kylie jenner|how to|diy|cheap|look for less|instagram|t shirt|clothes|lookbook|making|celebrity|style|dupe|easy|amber scholl|tumblr|expensive",400856,24132,382,2101,"https://i.ytimg.com/vi/unByRjDRA34/default.jpg",21.09
"xHvVhhFvLtY","SPIKED by a Sea Urchin?","Brave Wilderness",15,"sting|stung|stinging|adventure|adventurous|animals|breaking trail|coyote|coyote peterson|peterson|trail|wild|worst sting|painful sting|spiked|barbed|stingray sting|creepy creatures|ant sting|do horseshoe crabs sting|alien|bizarre|bizarre creature|huge stinger|will it bite|will it sting|spikey|pinched|pinched by a crab|spiky sea creature|spiked by a sea urchin|sea urchin|hawii|tide pooling|tide pool creatures|fantastic creatures|sea creature|its alive|pac",2425974,47999,983,5907,"https://i.ytimg.com/vi/xHvVhhFvLtY/default.jpg",18.09
"Vh2WX2JNIFo","I SLEPT WITH A GHOST. (LEGIT NOT CLICKBAIT) How My House Became Haunted","MyLifeAsEva",26,"storytime|vlog|drama vlog|haunted house|scary story|halloween|ghost story|conspiracy theory|jake paul|tana mongeau|liza koshy|the gabbie show|mylifeaseva|fancy vlogs|niki and gabi|laurdiy|alisha marie|vlogs|comedy vlog|story|shane dawson|celebrity conspiracies|i slept with a ghost|haunted|logan paul|long vlog|family vlog",754615,49369,803,13531,"https://i.ytimg.com/vi/Vh2WX2JNIFo/default.jpg",29.09
"mKee5Xezp_0","I LET A BOY PICK MY HALLOWEEN COSTUMES | ft. Caspar Lee!","MyLifeAsEva",26,"caspar lee|eva gutowski|mylifeaseva|halloween|halloween diy|diy costumes|trending|boyfriend picks my outfits|boyfriend picks halloween costumes|trying boys products|niki and gabi|liza koshy|laurdiy|alisha marie|trend|viral|halloween costume ideas|halloween costume|diy halloween|funny costume ideas|sexy costume ideas|cute halloween costumes|joe sugg|zoella|alfie|boy picks girls outfits",614477,38094,399,3206,"https://i.ytimg.com/vi/mKee5Xezp_0/default.jpg",13.1
"Rew50oYjRqA","FALL MAKEUP TUTORIAL | Talk  Through Tutorial | Casey Holmes","Casey Holmes",26,"casey holmes|itsbl0ndie|fall makeup tutorial|dramatic fall makeup|deep lips|makeup tutorial|highend cosmetics|highend makeup|makeup|cosmetics|tutorial|talk through",294571,17028,285,1634,"https://i.ytimg.com/vi/Rew50oYjRqA/default.jpg",15.09
"tp9aQXDFHbY","Cats Can Be A Real Pain In The Grass - Simon's Cat | STORYTIME","Simon's Cat",15,"cartoon|simons cat|simon's cat|simonscat|simon tofield|simon the cat|funny cats|cute cats|cat fails|family friendly|animated animals|short animation|animated cats|tofield|simon's katze|simon|cat|black and white|kitty|traditional animation|black and white cat|<U+041A><U+043E><U+0442> <U+0421><U+0430><U+0439><U+043C><U+043E><U+043D><U+0430>|cat lovers|animal (film character)|funny cat|cats|cute|kitten|kittens|pets|simons cats|Cat|Simon|Tofield|cartoons|Toons|Animated|Animation|Kitten|Funny|Humour|fun|videos|animated cartoon",205193,8318,158,423,"https://i.ytimg.com/vi/tp9aQXDFHbY/default.jpg",1.1
"uB_Kx6T3wq4","Rose Gold & Purple Smokey Eye | Jaclyn Hill","Jaclyn Hill",26,"jaclynhill1|jaclyn hill|makeup tutorial|smokey eye tutorial|contour face|morning routine|how-to|everyday makeup|cat eye makeup|cat makeup|drugstore makeup",872769,46252,1955,5550,"https://i.ytimg.com/vi/uB_Kx6T3wq4/default.jpg",18.1
"AzNIUMW_G8M","What's Really Been Going On | I Covet Thee","I Covet Thee",26,"What's Really Been Going On | I Covet Thee|icovetthee|i covet thee|vlog|what's really been going on|update|update vlog|i covet thee vlog|weekly vlog",177234,9679,128,4825,"https://i.ytimg.com/vi/AzNIUMW_G8M/default.jpg",10.1
"ypXwioZXUrE","Why We Feel Lonely and Odd","The School of Life",27,"the school of life|education|relationships|alain de botton|philosophy|improvement|curriculum|big questions|love|mindfullness|psychology|self image|confidence|lonely|introvert|extrovert|odd|why|do i feel lonely|am i normal?|odd?|alone|loneliness|science|depression|sad|single|school of life|guys|feelings|relationship|brain|anxiety|feeling lonely|buzzfeed|men|emotions|pain|motivation|loneliest|social|girlfriend|sentirse solo|einsam fühlen|se sentir seul|<U+611F><U+89C9><U+5B64><U+72EC>|<U+0905><U+0915><U+0947><U+0932><U+093E> <U+092E><U+0939><U+0938><U+0942><U+0938> <U+0915><U+0930><U+0928><U+093E>",200886,10092,154,694,"https://i.ytimg.com/vi/ypXwioZXUrE/default.jpg",9.1
"Q1eQw4ycgQM","261 kph WATER ROCKET TRIKE | 0-100 kph in 0.55 second (5.1g) | Rider: François Gissy","François Gissy",2,"162 mph trike|Drift trike|Tricycle|World record trike|Acceleration record|Water powered vehicle|Rocket dragster|Rocket bike|Rocket car|High pressure water|Quarter mile record|0-60 mph record|World’s fastest trike|eco friendly",107072,335,6,34,"https://i.ytimg.com/vi/Q1eQw4ycgQM/default.jpg",16.09
"Lv3Uy2rjgCE","26 Facts about Libraries - mental_floss List Show Ep. 518","Mental Floss",27,"john green|mental floss|library|book|george washington|dewey decimal|LoC|congress|university|public|school|banned|alexandria|egypt|ALA|american library association|bhuton|twitter|community bookshelf|kansas city|New York|tool|human|denmark|card|beverly Cleary|presidential|the outsiders",57756,1876,33,325,"https://i.ytimg.com/vi/Lv3Uy2rjgCE/default.jpg",24.09
"FZrrfGfI3uM","$1,700 Apartment Vs. $40,000 Apartment","BuzzFeedBlue",19,"buzzfeed|buzzfeedblue|travel|worth it|buzzfeed worth it|BuzzFeed Steven|BuzzFeed Andrew|Steven Lim|Ben Coleman|Cheap Vs Expensive|Apartments|$ vs $$$|Cheap|Luxury|expensive|high low|luxury apartment|season 2|Worth It Lifestyle|lifestyle",3369055,64351,2358,5373,"https://i.ytimg.com/vi/FZrrfGfI3uM/default.jpg",22.09
"UApJ0enDJTs","WHAT I LOOK LIKE WITH EYEBROWS !","Jenny Mustard",26,"jenny mustard|jenny|mustard|minimalism|minimalist|minimalist lifestyle|fashion|vegan|style|how to|ideas|tips|health|healthy diet|diet|fit|minimalist living|hygge|declutter|today|now|2017|nomad|instagram|beauty|what|I Look|Like|With|EYEbrows|make up|beauty blogger|how to do your eyebrows|eyebrow tutorial|make up artist|vegan make up|why I don't have eyebrows|how to draw eyebrows|beautiful eyebrows|makeup|Alexandra Atypi|Eyebrow trends|brow trends",157104,6057,129,1704,"https://i.ytimg.com/vi/UApJ0enDJTs/default.jpg",28.09
"3ImE5jhnOt8","Cider-Braised Pork Shoulder - Pork Stewed in a Creamy Apple Cider Sauce","Food Wishes",26,"Pork|Shoulder|Cider|Braised|Stewed|stew|Apple|Sauce|fall|winter|chef|john|meat|foodwishes|slow|cooked|food|recipes|recipe",158477,5615,69,440,"https://i.ytimg.com/vi/3ImE5jhnOt8/default.jpg",2.1
"xsWO0dRf1p0","Adelaine Morin's Hello Yellow Bedroom Makeover | OMG We're Coming Over | Mr. Kate","Mr. Kate",26,"adelaine morin bedroom makeover|adelaine morin room tour|adelaine morin bedroom|adelaine morin collab|yellow bedroom|pegboard wall|DIY paper flowers|Yellow bedroom design|Yellow bedroom decor|Yellow room|Yellow home decor|Yellow decor|Interior design|Organization|Modular storage|Home decor|OMG We're Coming Over|Mr. Kate|Mr Kate|MrKate|Mister Kate|Kate Albrecht|Joey Zehr|Adelaine Morin",934171,62221,447,3356,"https://i.ytimg.com/vi/xsWO0dRf1p0/default.jpg",18.09
"FcPs-bMkUjo","FULL FACE USING CHEAP AMAZON MAKEUP... OMG | Casey Holmes","Casey Holmes",26,"full face|cheap makeup|makeup|amazon makeup|amazon|cosmetics|first impression|hits and misses|casey holmes|omg",362831,13515,550,1361,"https://i.ytimg.com/vi/FcPs-bMkUjo/default.jpg",15.1
"RyCDmg1JXcQ","INSIDE GRAN TURISMO SPORT Vol.1 : CARS","GRAN TURISMO TV",2,"Gran Turismo|<U+30B0><U+30E9><U+30F3><U+30C4><U+30FC><U+30EA><U+30B9><U+30E2>|Gran Turismo Sport|<U+30B0><U+30E9><U+30F3><U+30C4><U+30FC><U+30EA><U+30B9><U+30E2>SPORT|GTS|GT Sport|GT<U+30B9><U+30DD><U+30FC><U+30C4>|PlayStation|<U+30D7><U+30EC><U+30A4><U+30B9><U+30C6><U+30FC><U+30B7><U+30E7><U+30F3>|Polyphoy|<U+30DD><U+30EA><U+30D5><U+30A9><U+30CB><U+30FC>|PDI|PD|SCE|<U+30BD><U+30CB><U+30FC>·<U+30B3><U+30F3><U+30D4><U+30E5><U+30FC><U+30BF><U+30A8><U+30F3><U+30BF><U+30C6><U+30A4><U+30F3><U+30E1><U+30F3><U+30C8>|SIE|<U+30BD><U+30CB><U+30FC>·<U+30A4><U+30F3><U+30BF><U+30E9><U+30AF><U+30C6><U+30A3><U+30D6><U+30A8><U+30F3><U+30BF><U+30C6><U+30A4><U+30F3><U+30E1><U+30F3><U+30C8>|Gran Turismo TV|GTTV|<U+30B0><U+30E9><U+30F3><U+30C4><U+30FC><U+30EA><U+30B9><U+30E2>TV|granturismoofficial|FIA|e-sports|esports|e<U+30B9><U+30DD><U+30FC><U+30C4>|Gr.N|Gr.4|Gr.3|Gr.1|Gr.B|Gr.X|<U+30B0><U+30EB><U+30FC><U+30D7>N|<U+30B0><U+30EB><U+30FC><U+30D7>4|<U+30B0><U+30EB><U+30FC><U+30D7>3|<U+30B0><U+30EB><U+30FC><U+30D7>1|<U+30B0><U+30EB><U+30FC><U+30D7>B|<U+30B0><U+30EB><U+30FC><U+30D7>X|GT4|GT3|<U+30D7><U+30ED><U+30C8><U+30BF><U+30A4><U+30D7><U+30AB><U+30FC>|ProtoType",69975,2014,54,384,"https://i.ytimg.com/vi/RyCDmg1JXcQ/default.jpg",7.1
"g6piCiaGMZs","How To Make LLOYD From The NEW LEGO NINJAGO MOVIE Out Of CAKE | Yolanda Gampp | How To Cake It","How To Cake It",26,"Google|YouTube|Yolanda Gampp|Yolanda Gamp|How To Cake It|Cakes|Cake|Sugar Stars|How To Cake It By Yolanda|Buttercream|Chocolate|Recipe|Chocolate Cake Recipe|Simple Syrup|lego cake|minecraft|ninjago|lloyd ninjago|Jackie Chan|koko|garmadon|lloyd|nya|kai|lego movie|lego ninjago|lego batman cake|edible lego|lego ninjago cake|funny|ninja costume|childrens cake|birthday cake|cake for kids|step by step|DIY cakes|realistic cakes|ninjago movie",496275,25070,236,3634,"https://i.ytimg.com/vi/g6piCiaGMZs/default.jpg",14.09
"Xa-FV6Oxp1M","Pumpkin Spice PASTA?! Testing 20 Pumpkin Spice Foods! Alisha Marie","AlishaMarie",26,"Alisha Marie|Pumpkin Spice|Weird Food Combinations|Testing|Taste Test|Pumpkin|Spice|Test|Food|Buzzfeed|2017|Crazy|alisha|pumpkin spice pasta|pumpkin spice salsa|pumpkin spice challenge",1320143,66528,1163,11693,"https://i.ytimg.com/vi/Xa-FV6Oxp1M/default.jpg",11.1
"SNGWh_-R1VE","This is Star Wars Battlefront 2","EA Star Wars",20,"this is star wars|this is battlefront|this is battlefront ii|this is battlefront 2|john boyega|john boyega battlefront|john boyega battlefront ii|john boyega battlefront 2|trooper classes|trooper classes star wars|trooper classes battlefront|trooper classes battlefront ii|trooper classes battlefront 2|kylo ren|kylo ren star wars|kylo ren battlefront|kylo ren battlefront ii|kylo ren battlefront 2|star cards|star cards star wars",2496122,100077,2721,23176,"https://i.ytimg.com/vi/SNGWh_-R1VE/default.jpg",28.09
