"video_id","title","channel_title","category_id","tags","views","likes","dislikes","comment_total","thumbnail_link","date"
"Rdk4d74j3p8","Wine Country Fire - Fire Engine response and firefight, Stopping the Flames (Firefighter view)","M2 TheS",26,"wildfire|wine country|napa|santa rosa|fire|burn|donate|first responder|engine|fireman|firefighter|mutual aid|wine|flames",155255,1110,15,201,"https://i.ytimg.com/vi/Rdk4d74j3p8/default.jpg",17.1
"Vh2WX2JNIFo","I SLEPT WITH A GHOST. (LEGIT NOT CLICKBAIT) How My House Became Haunted","MyLifeAsEva",26,"storytime|vlog|drama vlog|haunted house|scary story|halloween|ghost story|conspiracy theory|jake paul|tana mongeau|liza koshy|the gabbie show|mylifeaseva|fancy vlogs|niki and gabi|laurdiy|alisha marie|vlogs|comedy vlog|story|shane dawson|celebrity conspiracies|i slept with a ghost|haunted|logan paul|long vlog|family vlog",576473,40480,653,11001,"https://i.ytimg.com/vi/Vh2WX2JNIFo/default.jpg",27.09
"wqcHGWG8MLQ","MIDNIGHT GALAXY CUPCAKES - The Scran Line","The Scran Line",26,"cupcakes|how to make vanilla cupcakes|over the top recipes|easy cupcake recipes|vanilla cupcakes|chocolate cupcakes|french macarons|how to make macarons|the scran line|the scranline|nick makrides|pastry design|how to pipe cupcakes",23955,1943,15,172,"https://i.ytimg.com/vi/wqcHGWG8MLQ/default.jpg",5.1
"S0G5EloK3LE","PINHEAD HALLOWEEN COSTUME MAKEUP TUTORIAL W/ RAWBEAUTYKRISTI","Jordan Hanz",26,"halloween|halloween costume|halloween makeup|how to makeup|makeup for beginners|pinhead|cosplay|bodypaint|facepaint|paint|makeup|sfx|fx|how to|diy|do it yourself|tutorial|beauty tips|beauty|special fx|makeup tutorial",90424,5344,100,713,"https://i.ytimg.com/vi/S0G5EloK3LE/default.jpg",19.1
"v36OO-vZTQk","This AI Doesn’t Need Any Help from Humans","SciShow",27,"SciShow|science|Hank|Green|education|learn|AI|artificial intelligence|DeepMind|Google|Go|AlphaGo|board game|reinforcement learning|neural network|aerosols|Islamic Nilometer|flood|nile|egypt",181608,7375,116,855,"https://i.ytimg.com/vi/v36OO-vZTQk/default.jpg",22.1
"BVzLwYYsPlY","Polestar global launch event 17.10.17","Polestar",2,"polestar|polestar launch|polestar teaser|car show|polestar reveal|polestar new car|new car|polestar 2017|launch event cars|car reveal|car launch|17.10.17|volvo polestar|volvo cars|new volvo|polestar performance|performance cars|performance car|volvo performance car|volvo performance|hybrid car|electrification|electric car|hybrid electric car|polestar hybrid|polestar electrification|launch event",43306,176,7,26,"https://i.ytimg.com/vi/BVzLwYYsPlY/default.jpg",17.1
"_tHYuBw32z0","29 Facts about European Royalty - mental_floss List Show Ep. 520","Mental Floss",27,"royalty|monarch|monarchy|john green|mental floss|history|europe|trivia|henry|elizabeth|william|windsor|charles|england|france|portugal|pope|vatican city|historical|grace kelly|liechtenstein|gingerbread|henry viii|christian vii|denmark|netherlands|king's day",99035,2161,113,375,"https://i.ytimg.com/vi/_tHYuBw32z0/default.jpg",21.1
"H3YE_oGD05M","How To Make Every Popular Mexican Dish... VEGAN","Brothers Green Eats",26,"brothers green eats|vegan mexican recipes|vegan mexican food|vegan tacos|vegan quesadillas|vegan cheese sauce|vegan cheese|vegan nachos|vegan recipes|plant based recipes|salsa|cashew sour cream|vegan sour cream|butternut squash cheese sauce|mexican street corn|feed the change|pico de gallo|vegan cooking|recipes|cooking|jackfruit tacos|jackfruit pulled pork|fire roasted tomato sauce|vegetarian recipes|gluten free",28076,1262,106,230,"https://i.ytimg.com/vi/H3YE_oGD05M/default.jpg",2.1
"4LwpGaDKmZ8","FENTY BEAUTY by RIHANNA... HIT OR MISS?! | Jeffree Star","jeffreestar",26,"jeffree star|jeffree star approved|fenty beauty|fenty beauty review|fenty beauty rihanna|rihanna makeup line|rihanna makeup review|laura lee|manny mua|androgyny palette|sephora haul|get ready in my private jet|sephora rihanna review|fenty beauty hit or miss?|honest rihanna makeup review|drugstore makeup|patrick starrr|kkw beauty|kylie cosmetics|kylie jenner makeup|rihanna jeffree",5292941,187251,17328,19816,"https://i.ytimg.com/vi/4LwpGaDKmZ8/default.jpg",14.09
"uB_Kx6T3wq4","Rose Gold & Purple Smokey Eye | Jaclyn Hill","Jaclyn Hill",26,"jaclynhill1|jaclyn hill|makeup tutorial|smokey eye tutorial|contour face|morning routine|how-to|everyday makeup|cat eye makeup|cat makeup|drugstore makeup",846318,45369,1906,5468,"https://i.ytimg.com/vi/uB_Kx6T3wq4/default.jpg",17.1
"zhtliiCSYb8","I'M BUYING A HOUSE!","LaurDIY",26,"DIY|do it yourself|how to|laurDIY|lauren riihimaki|laurdiy vlog|laurdiy vlogs|laurdiy 2|laurdiy vlog channel|laurdiy house|laurdiy apartment|house tour|shopping|house shopping|laurdiy dog|laurdiy moose|laurdiy dog breed|moose the mini bully|mini bull terrier|bull terrier puppy|moana|california|sasha spilberg",1427287,57892,685,8759,"https://i.ytimg.com/vi/zhtliiCSYb8/default.jpg",8.1
"7Gw-lN270qs","10 Hour Test On These 5 Cult Beauty Buys | Full Face First Impressions | Beauty With Mi","Refinery29",26,"refinery29|refinery 29|r29|r29 video|video|refinery29 video|female|empowerment|refinery29 beauty|refinery29 mi anne|r29 mi anne|beauty with me|beauty with mi|refinery29 beauty with mi|first impressions|makeup first impressions|new makeup test|wowder|too faced|glossier wowder|dose of colors|desi perkins|anastasia beverly hills|anastasia subculture|subculture palette|amuse bouche|liquid lipstick|makeup review|r29 makeup reviews|long lasting makeup",16296,361,32,85,"https://i.ytimg.com/vi/7Gw-lN270qs/default.jpg",14.09
"Ybbii2XIavU","Chicken Fajita Soup Recipe | Episode 1195","Laura in the Kitchen",26,"chef vitale|chef laura vitale|laura vitale|chef laura|homemade chicken fajita|chicken fajita soup|easy chicken fajuta soup|soup recipes|soup recipe|how to make chicken fajita soup|best chicken fajita soup|best soup recipes|soups|kitchen|cook|cooking|how to cook|how to make|how to make soup",91070,3801,79,200,"https://i.ytimg.com/vi/Ybbii2XIavU/default.jpg",26.09
"QC-cMv0e3Dc","Q&A With Grey: Meme Edition","CGP Grey",27,"cgpgrey",731265,32138,723,2691,"https://i.ytimg.com/vi/QC-cMv0e3Dc/default.jpg",22.09
"UwK-WDjdMxo","20 DIY Halloween Costumes 2017!! Alisha Marie","AlishaMarie",26,"Alisha Marie|diy halloween costumes|halloween costumes|halloween|costumes|last minute costume ideas|last minute|costume|alishamarie|alisha|diy|do it yourself|easy|hi|com|2017|buzzfeed",1657259,84904,2808,8981,"https://i.ytimg.com/vi/UwK-WDjdMxo/default.jpg",28.09
"cq50fkILrwM","September FAVOURITES | Fleur De Force","Fleur DeForce",26,"fleurdeforce|fleur de force|fleurdevlog|sept faves|favourites|monthly faves|september|top 5|review|makeup|beauty|haircare|skincare|product review|faves|de force|fleur|mum vlogger|pregnancy|autumn|fall",81561,2641,58,174,"https://i.ytimg.com/vi/cq50fkILrwM/default.jpg",29.09
"zhtliiCSYb8","I'M BUYING A HOUSE!","LaurDIY",26,"DIY|do it yourself|how to|laurDIY|lauren riihimaki|laurdiy vlog|laurdiy vlogs|laurdiy 2|laurdiy vlog channel|laurdiy house|laurdiy apartment|house tour|shopping|house shopping|laurdiy dog|laurdiy moose|laurdiy dog breed|moose the mini bully|mini bull terrier|bull terrier puppy|moana|california|sasha spilberg",1196187,51563,593,7995,"https://i.ytimg.com/vi/zhtliiCSYb8/default.jpg",6.1
"83ZrTybo2t4","Dog Reunites With Best Friend | The Dodo","The Dodo",15,"animal video|animals|the dodo|Rescue|Animal Rescue|animal reunions|dog reunites|dog reunion|dog reunites with best friend|dog best friends|best friends|dogs|dog runion video|happy dog|good dog|dog friends|friends|best friend reunion|best friend videos|dog videos|funny dog videos|excited dog|pet reunions|best friends reunite",104645,4101,80,279,"https://i.ytimg.com/vi/83ZrTybo2t4/default.jpg",19.09
"zWxo4uZW-1I","DATE NIGHT MAKEUP TRANSFORMATION TUTORIAL","Christen Dominique",26,"makeup|tutorial|makeup tutorial|transformation|glam|beauty|how to|get ready with me|christen dominique|date night makeup|bold|bold makeup|the power of makeup|power of makeup|date night|make up|makeup transformations|christen|dominique|before and after|new makeup|makeup look|best|beauty tips|grwm|glam makeup|review|2017|ipsy|glam bag",239742,15983,230,1701,"https://i.ytimg.com/vi/zWxo4uZW-1I/default.jpg",27.09
"JV1NB70gLQI","Most Powerful Corporations in the World?","The Infographics Show",27,"companies|most powerful companies|most powerful corporations|corporations|corporation|company|amazon|google|microsoft|most|economy|apple|samsung|sucessful corporations|what are|what if|Most Powerful Corporations in the World?|corporations that rule the world|walmart|apple inc|wal-mart|what is the richest company|money|making money|what companies are making money|facebook|the infographics show|theinfographicsshow|most sucessful companies",317947,7140,480,1565,"https://i.ytimg.com/vi/JV1NB70gLQI/default.jpg",3.1
"rl4ofGm2aNI","10 MINUTE GLAM AF MAKEUP CHALLENGE Ft. NIKKIE TUTORIALS","Jaclyn Hill",26,"jaclynhill1|jaclyn hill|makeup tutorial|smokey eye tutorial|contour face|morning routine|how-to|everyday makeup|cat eye makeup|cat makeup|drugstore makeup",1097836,68710,2316,7031,"https://i.ytimg.com/vi/rl4ofGm2aNI/default.jpg",8.1
"LVPIM06bMJo","Man Feeds WILD SNAKE Friend A Snack | The Dodo","The Dodo",15,"animal video|animals|the dodo|Rescue|Animal Rescue|snake friend|man feeds wild snake|wild snake|snake video|feeding snake|snakes|snake|friendly snake|snake charmer|snake city|snake eater|snake eyes|snake prank|snake trap|snakes on a plane|hungry snake|snake eating|snake eats|man feeds snake|man snake friend|pet snake|wild snakes|snake reunion|WILD SNAKE FEEDING",270580,9053,171,895,"https://i.ytimg.com/vi/LVPIM06bMJo/default.jpg",30.09
"LAYuMpKE9Rk","How The Iconic Sprinkle Donuts Are Made | How Stuff Is Made | Refinery29","Refinery29",26,"refinery29|refinery 29|r29|r29 video|refinery29 video|empowerment|how donuts are made|how stuff is made|mag's donuts|l.a.|donuts|doughnuts|dessert|sweets|treats|food|foodie|box of donuts|iconic sprinkle donuts|female|we try|how it's made|homemade",9002,350,4,28,"https://i.ytimg.com/vi/LAYuMpKE9Rk/default.jpg",6.1
"Koxzz7LDmEE","The Spa Car Drivable Hot Tub","colinfurze",2,"colin|furze|drivable hot tub|hot tub|car|swimming pool|on wheels|google|car spa|bmw|e30|amazing|splashing|bbq|fake grass|leaf blowers|bubbles|lights|fast|crazy|insane|subscribe|how to|making of|building|homemade|shed|welding",2163031,83127,1564,5402,"https://i.ytimg.com/vi/Koxzz7LDmEE/default.jpg",25.09
"G0cDl-vZKkg","NEW SHADE! MILANI CONCEAL + PERFECT 2 in 1 Foundation {First Impression Review & Demo!}","thataylaa",26,"milani 2 in 1 foundation|milani 001A|new shade milani|00A porcelain|00B|acne|pale|fair|pale skin|drugstore foundation|best foundations|best drugstore foundations|makeup for acne|makeup for pale skin|thataylaa|tayla|milani cosmetics",166749,9507,298,1616,"https://i.ytimg.com/vi/G0cDl-vZKkg/default.jpg",8.1
"ThPzNokG5uE","Japanese Candy Art","INSIDER",19,"Shinobu Ichiyanagi|Japanese|Candy|Art|Amezaiku|Candy man",262878,7594,62,663,"https://i.ytimg.com/vi/ThPzNokG5uE/default.jpg",19.1
"S0G5EloK3LE","PINHEAD HALLOWEEN COSTUME MAKEUP TUTORIAL W/ RAWBEAUTYKRISTI","Jordan Hanz",26,"halloween|halloween costume|halloween makeup|how to makeup|makeup for beginners|pinhead|cosplay|bodypaint|facepaint|paint|makeup|sfx|fx|how to|diy|do it yourself|tutorial|beauty tips|beauty|special fx|makeup tutorial",123152,6228,136,624,"https://i.ytimg.com/vi/S0G5EloK3LE/default.jpg",21.1
"Ybbii2XIavU","Chicken Fajita Soup Recipe | Episode 1195","Laura in the Kitchen",26,"chef vitale|chef laura vitale|laura vitale|chef laura|homemade chicken fajita|chicken fajita soup|easy chicken fajuta soup|soup recipes|soup recipe|how to make chicken fajita soup|best chicken fajita soup|best soup recipes|soups|kitchen|cook|cooking|how to cook|how to make|how to make soup",80628,3478,73,328,"https://i.ytimg.com/vi/Ybbii2XIavU/default.jpg",24.09
"2jvi4e0NIHs","GROUP HALLOWEEN COSTUME IDEAS | Walking Dead, Riverdale + more!","Tess Christine",26,"[none]",200178,11993,121,652,"https://i.ytimg.com/vi/2jvi4e0NIHs/default.jpg",16.1
"1wwwXCQyIRA","FENTY BEAUTY REVIEW","pixiwoo",26,"pixiwoo|fashion|beauty|Fenty|review|make up|colour|cosmetics|need to know|rhianna|badgirl|foundation|lipstick|lipgloss|eyeshadow|highlighter|most wanted|artist",107946,4602,146,503,"https://i.ytimg.com/vi/1wwwXCQyIRA/default.jpg",14.1
"gmXuUgB7T3Y","Try-On FALL HAUL! Fashion + Drugstore Makeup | Ingrid Nilsen","Ingrid Nilsen",26,"Try-On FALL HAUL! Fashion + Drugstore Makeup | Ingrid Nilsen|missglamorazzi|ingrid nilsen|fall haul|fall fashion|fall makeup|drugstore makeup|zara|aritzia|fashion haul",208370,6608,151,393,"https://i.ytimg.com/vi/gmXuUgB7T3Y/default.jpg",15.09
"Q3Rq-irFn1w","Disney Villain Lipsticks! - First Impression Friday","grav3yardgirl",26,"beauty|how to|makeup|howto|style|fashion|summer|spring|new|2015|clothes|clothing|bunny",332765,14576,234,1060,"https://i.ytimg.com/vi/Q3Rq-irFn1w/default.jpg",26.09
"U1ArsQ72hRA","Animal Adventure Park Giraffe Cam","Animal Adventure Park",15,"Giraffe|Zoo|New York|giraffe cam|Animal|Adventure|Animal Adventure|Harpursville|Park",23122,1690,21,47,"https://i.ytimg.com/vi/U1ArsQ72hRA/default.jpg",21.09
"7LhdGh1Oy34","Perfect Party: 30","Crate and Barrel",26,"Reese Witherspoon|Crate and Barrel|Christmas|Holidays|Entertaining|Prep|popcorn|cocktails",35753,224,227,0,"https://i.ytimg.com/vi/7LhdGh1Oy34/default.jpg",14.1
"Zmi9iQp6944","Not Enough Milk? (My Breastfeeding Story) || #MOMTEMBER","From Head To Toe",26,"makeup|cosmetics|beauty|blog|vlog|fromheadtotoe|frmheadtotoe|asian|guru|from head to toe|jen|chae|look|eye|eyes|tutorial|haul|Jen Chae|mom|mommy|#momtember|momtember|breastfeeding|schedule|sleep|baby|toddler|aria|husband|pumping|how to|story|journey|milk|traumatizing|labor|delivery|recovery",21083,1115,18,156,"https://i.ytimg.com/vi/Zmi9iQp6944/default.jpg",15.09
"AZDiPT4PuHE","MY LITTLE PONY CAKE! - NERDY NUMMIES","Rosanna Pansino",26,"my little pony|my little ponies|pony|horse|cute|adorable|cartoon|anime|family friendly|equestria|rainbow dash|cartoon network|new|show|season|episode|themed|birthday|perfect|for kids|idea|diy|do it yourself|how to|basic|simple|easy|step by step|guide|tutorial|pastry|chef|master|insane|crazy|toys|fun|opening|applejack|culinary|food|wardrobe|outfit|girl|gamer|cookbook|tiered|fondant|icing|crumb|recipe|geeky|family|vlog|how to cook|how to bake|decorate|decorating",415659,20304,248,5857,"https://i.ytimg.com/vi/AZDiPT4PuHE/default.jpg",6.1
"Fzz-Pblbvqw","The strange case of the cyclops sheep - Tien Nguyen","TED-Ed",27,"TED|TED-Ed|TED Education|TED Ed|Tien Nguyen|Anton Bogaty|cyclops sheep|sonic hedgehog|sonic hedgehog gene|SHH|Philip Beachy|sheep|lambs|wild corn lilies|cyclopamine|genes|proteins|patched|smoothened|basal cell nevus syndrome|eye",175193,8741,75,446,"https://i.ytimg.com/vi/Fzz-Pblbvqw/default.jpg",4.1
"qEp3rwe3KmI","Sphere Treehouses in Canada","INSIDER",19,"inspired|treehouse|travel|woods|canada",18419,455,7,56,"https://i.ytimg.com/vi/qEp3rwe3KmI/default.jpg",16.1
"PJsJ96yyVk8","The Importance of Vulnerability","The School of Life",27,"the school of life|education|relationships|alain de botton|philosophy|lecture|wisdom|curriculum|big questions|wellness|mindfullness|psychology|Alain|botton|vulnerability|vulnerable|open|making friends|new start|university|how to make friends|being me|importance|social skills|PL-SELF|why it's good to be vulnerable|<U+4E3A><U+4EC0><U+4E48><U+5F88><U+5BB9><U+6613><U+53D7><U+5230><U+4F24><U+5BB3>|porque é bom ser vulnerável|<U+0915><U+094D><U+092F><U+094B><U+0902> <U+0915><U+092E><U+091C><U+094B><U+0930> <U+0939><U+094B><U+0928><U+093E> <U+0905><U+091A><U+094D><U+091B><U+093E> <U+0939><U+0948>|por qué es bueno para ser vulnerable|pourquoi il est bon d'être vulnérable|anfällig zu sein",144319,5996,122,454,"https://i.ytimg.com/vi/PJsJ96yyVk8/default.jpg",24.09
"T_t-ByJoDgM","1 Million Subscribers, Struggling & STILL Smiling","Shameless Maya",26,"1 million subscribers|Youtuber|shameless maya|house of shameless",56164,8211,55,1421,"https://i.ytimg.com/vi/T_t-ByJoDgM/default.jpg",17.09
