"video_id","title","channel_title","category_id","tags","views","likes","dislikes","comment_total","thumbnail_link","date"
"Ah3V4S15Lyc","Lowe's is giving its workers Iron Man suits to carry your lumber","Tech Insider",28,"Tech Insider|TI|Tech|Science|Innovation|Digital culture|Design|Technology|Lowe's|excosuit|lumber|iron man|heavy|lifting|shopping|store|retail|construction",140681,2296,186,472,"https://i.ytimg.com/vi/Ah3V4S15Lyc/default.jpg",19.09
"iALfvFpcItE","Why Are You Anxious?","AsapSCIENCE",28,"Anxiety|Science of Anxiety|Generalized Anxiety Disorder|OCD|Phobias|Mental Health|Mental illness|What causes anxiety|is anxiety bad for you|what is too much anxiety|How to treat anxiety with medicine|how to treat anxiety with theraphy|is anxiety genetic|how does anxiety effect my health|do I have anxiety?|Mental Health Stigma|panic attack|anxiety attack|stress|how to cope with stress|what is anxiety|what is an anxiety disorder",721020,21729,398,985,"https://i.ytimg.com/vi/iALfvFpcItE/default.jpg",17.1
"vxl7glJMKOQ","Make PCB with a LCD mask","Ionel Ciobanuc",28,"DIY PCB|PCB|make pCB|3d printer|electronic circuit|raspberry|sla|dlp",33250,259,17,32,"https://i.ytimg.com/vi/vxl7glJMKOQ/default.jpg",20.1
"9gpjRy3uDUM","Is Space Travel Possible??","ElectroBOOM",28,"educational|electrical|electroboom|electronics|engineering|entertainment|equipment|mehdi|mehdi sadaghdar|arc|mishap|physics|Sadaghdar|science|test|tools|circuit|funny|learn|shock|spark|protection|short circuit|space|space travel|combustion|engine|propulsion|vacuum|thrust|thruster|rocket|cody’slab|Newton|NASA|Saturn V|Apollo|spacecraft|spaceship|satellite|ISS|Space Station",359922,31580,349,3474,"https://i.ytimg.com/vi/9gpjRy3uDUM/default.jpg",20.1
"BVzLwYYsPlY","Polestar global launch event 17.10.17","Polestar",2,"polestar|polestar launch|polestar teaser|car show|polestar reveal|polestar new car|new car|polestar 2017|launch event cars|car reveal|car launch|17.10.17|volvo polestar|volvo cars|new volvo|polestar performance|performance cars|performance car|volvo performance car|volvo performance|hybrid car|electrification|electric car|hybrid electric car|polestar hybrid|polestar electrification|launch event",35462,158,6,21,"https://i.ytimg.com/vi/BVzLwYYsPlY/default.jpg",16.1
"T2rqOvijMBk","Stray Puppy Befriends Travelers Who Find Him a Home  | The Dodo","The Dodo",15,"animal video|animals|the dodo|Rescue|Animal Rescue|dogs in greece|greek dogs|stray dog|dog rescue|stray dog rescue|dog follows travelers|dog follows|espn dog story|dog story|dog adoption story|Dog love|arthur espn story|Dog rescue|dogs|dogs 101|dogs purpose|rescue dog|dog saved|dogs are awesome|puppy rescue|pup rescue|pet rescue|pets|faith in humanity",154748,4855,52,402,"https://i.ytimg.com/vi/T2rqOvijMBk/default.jpg",13.1
"#NAME?","The Age of Giant Insects","PBS Eons",28,"dinosaurs|dinos|paleo|paleontology|scishow|eons|pbs|pbs digital studios|hank green|john green|complexly|fossils|natural history|insects|large insects|giant insects|enormous insects|Carboniferous Period|Meganeura|Stephanotypus|Arthropleura|oxygen|spiracles|Permian Period|dragonfly|griffinfly|atmospheric oxygen|Arizona State|Michigan State|beetle|millipede|spiracle|arthropods|dragonflies|beetles|giant bugs|bugs|big bugs|larvae|bigger larvae",97907,4747,99,537,"https://i.ytimg.com/vi/-wQLKMUWANg/default.jpg",21.09
"4xbFVdoRzLQ","How To Stop A North Korean Nuclear Missile","Real Engineering",28,"missile|north korea|nuclear|defence|stop|protect|engineering|science|physics|thaad|aegis|patriot|weapon|how aegis works|north korea missile|icbm animation|icbm interceptor|icbm test|icbm launch|thaad missile test system|thaad test|how to stop a icbm|kim jong un|nuclear weapons|north korea nukes|how does thaad work|how does aegis work|multiple kill vehicle|missile defense|how thaad works|real engineering",353758,12580,347,1513,"https://i.ytimg.com/vi/4xbFVdoRzLQ/default.jpg",2.1
"2iObySa91b0","Google Pixel 2 Impressions!","Marques Brownlee",28,"pixel 2|google pixel 2|google pixel|madebygoogle|made by google|google phone|google pixel phone|pixel 2 xl|Pixel 2 XL|pixel 2 impressions|pixel 2 review|pixel 2 vs|google pixel 2 vs|google pixel 2 unboxing|google pixel 2 review|pixel 2 preview|pixel 2 camera",2623531,71183,2033,13177,"https://i.ytimg.com/vi/2iObySa91b0/default.jpg",8.1
"NPptT6BsnWQ","iPhone 8 and iPhone 8 Plus Unboxing and First Impressions","Flossy Carter",28,"iphone 8|plus|unboxing|review|first|impressions|vs|iphone 7|iphone x|preview|ios 11|update|best|new|portrait|mode|camera|flossy|carter|floss|real|reviews|unbox therapy|mkbhd|the verge|cnet|phonedog|pocketnow|android authority|linustechtips|uravargeconsumer|everythingapplepro|jailbreak|samsung|galaxy|note 8|s8|s8 plus|s7|edge|wireless|charging|drop|test|bend|break|cases|accessories|extended|battery|ipad|ipod|touch|lg|v30|g6|mate 10|htc|u 11|google|pixel|xl 2|moto",84247,3698,153,1567,"https://i.ytimg.com/vi/NPptT6BsnWQ/default.jpg",24.09
"lLAmL6Tz59Y","iPhone 8 Durability Test - BEND TEST - Glass Scratch Video!","JerryRigEverything",28,"iPhone 8|Apple iphone 8|iPhone 8 durability test|iPhone 8 scratch test|Iphone 8 bend test|apple|iPhone|Smartphone|tech|iphone 8 unboxing|iphone 8 hands on|iphone 8 review|how durable is the iphone 8|New iphone|ios|ios 11|technology|Mohs|Mohs hardness scale",1597509,36958,1684,4495,"https://i.ytimg.com/vi/lLAmL6Tz59Y/default.jpg",26.09
"ofzjzf_rhZc","How to Make a Remote Hose Pipe Controller","colinfurze",2,"colin|furze|how to|make|remote|controled|RC|hose pie|sprinkler|system|making of|easy project|this book isn't safe|book project|rainy day|simple|cheap",483860,16318,727,1236,"https://i.ytimg.com/vi/ofzjzf_rhZc/default.jpg",13.1
"7pOXunRYJIw","See Through Suppressor in Super Slow Motion (110,000 fps)  - Smarter Every Day 177","SmarterEveryDay",28,"Smarter|Every|Day|Science|Physics|Destin|Sandlin|Education|Math|Smarter Every Day|experiment|nature|demonstration|slow|motion|slow motion|education|math|science|science education|what is science|Physics of|projects|experiments|science projects|suppressor|silencer|soteria|silencer co|automatic rifle|gun|NRA|Rifle|Sniper",2006473,51464,1240,1946,"https://i.ytimg.com/vi/7pOXunRYJIw/default.jpg",27.09
"9y62mZn0LXQ","Bad Breath Tester?! | 10 Wacky Ebay Products!","Matthias",28,"ebay items|weird ebay items|strange ebay|weirdest things sold on ebay|ebay shopping|strange things on|shopping online|found on ebay|weird tech|useless gadget|cheap products|weird products|gag gifts|matthias|matthiasiam|hi5 studios|#M734",973059,78245,1831,12621,"https://i.ytimg.com/vi/9y62mZn0LXQ/default.jpg",18.09
"hNsUtZmWgdg","ATHENA Laser Weapon System Defeats Unmanned Aerial Systems","LockheedMartinVideos",28,"athena|directed energy|laser weasons",353011,349,71,166,"https://i.ytimg.com/vi/hNsUtZmWgdg/default.jpg",24.09
"A0lYm7Qsbak","iPhone X vs iPhone 8 Hands On - What’s the Difference?","UrAvgConsumer",28,"uravgconsumer|uac|your average consumer|New iPhone|iPhone 8|iPhone 8 plus|iPhone x|iPhone 8 vs iPhone x|iPhone x vs|iPhone 8 review|iPhone x review|iPhone x unboxing|iPhone 8 unboxing|iPhone 8 comparison|iPhone 8 vs|apple|ios 11",927303,38322,1099,3667,"https://i.ytimg.com/vi/A0lYm7Qsbak/default.jpg",15.09
"unIkqhB2nA0","iPhone X Face ID Unlock Fail","Unbox Therapy",28,"iphone x|iphone 8|face id|face unlock|unlock|apple|apple iphone x|apple iphone|apple iphone 8|8 plus|iphone 8 plus|iphone x review|iphone 8 hands on|hands on|hands-on|apple event|2017|iphone 2017|iphone x vs|iphone 8 vs|plus|face|iphone|iphone 10|fail|faceid|iphone 8 review|iphone fail|unlocking|unbox therapy|unbox|therapy|unboxing|unboxtherapy|iphone 10 unboxing|iphone x unboxing|iphone 8 unboxing|samsung|unlock fail|apple event 2017|id|camera",4484393,98828,11533,20901,"https://i.ytimg.com/vi/unIkqhB2nA0/default.jpg",17.09
"KMZ2vfIoA9k","Mexico is planning to build its own Hyperloop","Tech Insider",28,"Tech Insider|TI|Tech|Science|Innovation|Digital culture|Design|Technology",65783,1812,83,1332,"https://i.ytimg.com/vi/KMZ2vfIoA9k/default.jpg",30.09
"RLmqKBRqyA8","LEGO Ultimate Collectors Series Millennium Falcon (2017) Review!","Tested",28,"tested|testedcom|adam savage|lego|ucs|millennium falcon|build|review|2017|2007|vs|comparison|75192|brick",287017,6382,143,518,"https://i.ytimg.com/vi/RLmqKBRqyA8/default.jpg",19.09
"ufE-HaySXSg","Here's the age you peak at everything throughout life","Tech Insider",28,"Tech Insider|TI|Tech|Science|Innovation|Digital culture|Design|Technology|aging|love|older|young",184980,4608,673,671,"https://i.ytimg.com/vi/ufE-HaySXSg/default.jpg",11.1
"EwujR1ARsog","‘Mystery Van’ Helping Self-Driving Cars Communicate with People | Autonomy | Ford","Ford Motor Company",2,"Ford|Ford Motor Company|self-driving vehicle|driverless vehicle|autonomous vehicle|self driving cars|driverless car|autonomous car|self driving transit|VTTI|City of Tomorrow|how to safely cross the road|are self driving cars safe?|autonomy|innovation|ford innovation",146236,188,50,95,"https://i.ytimg.com/vi/EwujR1ARsog/default.jpg",16.09
"ruTB5jBGXsE","Spider Cat - Simon's Cat (Halloween Special) | BRAND NEW B&W","Simon's Cat",15,"cartoon|simons cat|simon's cat|simonscat|simon tofield|simon the cat|funny cats|cute cats|cat fails|family friendly|animated animals|short animation|animated cats|tofield|simon's katze|simon|cat|black and white|kitty|traditional animation|black and white cat|<U+041A><U+043E><U+0442> <U+0421><U+0430><U+0439><U+043C><U+043E><U+043D><U+0430>|cat lovers|fail|cats|cute|kitten|kittens|simons cats|Cat|Simon|Tofield|cartoons|Toons|Animated|Animation|Kitten|Funny|Humour|fun|videos|halloween|spooky|spider|spidercat|spider cat",576907,19225,301,831,"https://i.ytimg.com/vi/ruTB5jBGXsE/default.jpg",12.1
"zcqZHYo7ONs","Bell's Theorem: The Quantum Venn Diagram Paradox","minutephysics",28,"physics|minutephysics|science",292585,16909,325,1845,"https://i.ytimg.com/vi/zcqZHYo7ONs/default.jpg",14.09
"mC1qPDqV6hM","Google Ultra Pixel - New Pixel 2 Smartphone LEAKED?","Mrwhosetheboss",28,"google ultra pixel|google pixel 2|google pixel 2 review|pixel 2 leak|pixel 2 xl leak|google pixel 2017|smartphone|android|google pixel 2 xl|pixel 2 unboxing|pixel|google|google pixel|2017|review|leak|unboxing|ultra|pixel 2 release date|pixel 2 camera|pixel 2 specs|ultrapixel",528728,9656,1111,1368,"https://i.ytimg.com/vi/mC1qPDqV6hM/default.jpg",3.1
