"username","n_likes","n_comments","n_hashtags","n_characters","n_words","n_emojis","n_mentions","is_video","Trudeau"
"justintimberlake",1565490,12685,0,322,67,0,1,FALSE,0
"justinpjtrudeau",751,7,5,161,20,0,0,FALSE,1
"justinhartley",159750,939,0,179,27,0,6,FALSE,0
"justintimberlake",449756,6724,1,14,1,0,0,TRUE,0
"justinpjtrudeau",19984,796,2,208,31,0,0,FALSE,1
"justinhartley",56491,327,1,16,1,0,0,FALSE,0
"justinpjtrudeau",8256,115,0,195,31,1,0,FALSE,1
"justinpjtrudeau",78892,578,5,215,36,0,0,FALSE,1
"justinlong",16874,241,2,305,53,0,7,FALSE,0
"justinpjtrudeau",68636,649,0,283,52,0,0,FALSE,1
"justintimberlake",10807,158,1,109,16,0,0,FALSE,0
"justinpjtrudeau",42591,736,4,164,27,0,0,FALSE,1
"justinlong",4150,136,1,315,53,5,0,TRUE,0
"justinpjtrudeau",220394,3613,0,2140,373,0,0,FALSE,1
"justinpjtrudeau",18863,601,0,274,43,0,0,FALSE,1
"justinpjtrudeau",35300,258,0,682,116,0,0,FALSE,1
"justintimberlake",467472,4000,1,29,5,0,1,FALSE,0
"justinhartley",21670,82,1,196,29,0,1,FALSE,0
"justinpjtrudeau",28710,481,0,415,70,0,1,FALSE,1
"justinpjtrudeau",11665,204,2,222,38,0,0,FALSE,1
"justinlong",24305,366,3,347,53,6,2,FALSE,0
"justinpjtrudeau",3141,415,4,224,31,0,0,FALSE,1
"justintimberlake",409104,1652,2,39,3,0,0,FALSE,0
"justinhartley",30585,288,3,39,6,0,0,FALSE,0
"justinpjtrudeau",49905,861,0,916,163,0,1,FALSE,1
"justinpjtrudeau",47179,838,2,734,113,13,0,FALSE,1
"justinpjtrudeau",1607,119,2,59,9,0,0,FALSE,1
"justinlong",13223,425,0,71,13,4,0,FALSE,0
"justinpjtrudeau",41683,748,0,489,81,0,4,FALSE,1
"justinpjtrudeau",89249,1735,0,524,86,0,1,FALSE,1
"justinlong",5914,78,3,1280,232,0,3,FALSE,0
"justintimberlake",40977,1305,0,136,21,2,0,TRUE,0
"justinhartley",31611,954,1,211,42,0,0,TRUE,0
"justintimberlake",461947,4173,1,138,24,0,2,FALSE,0
"justinhartley",47137,150,1,148,25,0,0,FALSE,0
"justinpjtrudeau",80702,1334,2,538,97,0,8,FALSE,1
"justinpjtrudeau",64026,352,0,236,44,1,0,FALSE,1
"justinhartley",34885,582,1,87,11,0,0,TRUE,0
"justinpjtrudeau",26767,344,0,518,84,0,1,FALSE,1
"justinpjtrudeau",32495,283,3,938,157,7,0,FALSE,1
"justinpjtrudeau",48125,1361,0,1311,209,0,0,FALSE,1
"justinhartley",74469,414,2,25,2,0,0,FALSE,0
"justintimberlake",266855,2673,2,38,2,0,0,TRUE,0
"justintimberlake",694034,15094,0,75,16,5,5,TRUE,0
"justintimberlake",459332,2465,0,1077,216,0,0,FALSE,0
"justinhartley",23816,306,0,296,55,0,0,TRUE,0
"justinpjtrudeau",112045,2966,2,556,98,0,0,FALSE,1
"justinlong",9416,98,1,948,164,5,2,FALSE,0
"justinpjtrudeau",116793,1222,2,235,36,0,2,FALSE,1
"justinlong",40904,781,2,29,5,0,1,FALSE,0
"justintimberlake",593298,5090,1,70,6,1,0,TRUE,0
"justintimberlake",586501,2468,1,61,7,2,2,FALSE,0
"justintimberlake",259802,2289,1,111,18,0,0,FALSE,0
"justinpjtrudeau",26521,356,2,1105,168,0,0,FALSE,1
"justintimberlake",290921,1606,2,227,34,0,0,FALSE,0
"justinpjtrudeau",16759,307,2,558,87,0,0,TRUE,1
"justinpjtrudeau",60219,2087,0,1561,247,0,2,FALSE,1
"justinpjtrudeau",48920,1036,0,506,86,0,2,FALSE,1
"justinlong",25522,405,1,843,159,1,0,FALSE,0
"justintimberlake",737849,4439,0,13,3,1,0,FALSE,0
"justinhartley",7132,74,0,125,18,0,0,TRUE,0
"justinlong",19609,197,1,106,17,1,0,FALSE,0
"justinlong",14075,192,0,905,171,2,0,FALSE,0
"justinpjtrudeau",22195,288,0,1050,166,0,0,FALSE,1
"justintimberlake",233885,2272,1,68,13,0,2,FALSE,0
"justinhartley",16578,96,2,106,16,0,4,FALSE,0
"justinlong",10760,158,0,889,154,2,3,FALSE,0
"justinpjtrudeau",116153,4508,0,95,20,0,0,FALSE,1
"justintimberlake",378791,4911,0,414,76,0,2,FALSE,0
"justinhartley",11739,159,0,99,18,0,0,FALSE,0
"justinpjtrudeau",32785,531,0,295,44,0,0,FALSE,1
"justinpjtrudeau",68345,4028,0,505,83,0,1,FALSE,1
"justinpjtrudeau",83283,1715,0,80,13,0,0,FALSE,1
"justinpjtrudeau",49095,673,2,179,29,0,1,FALSE,1
"justinpjtrudeau",47023,1086,0,1087,179,0,2,FALSE,1
"justinhartley",46405,337,1,409,68,0,0,FALSE,0
"justintimberlake",154554,5462,0,208,41,0,0,TRUE,0
"justinpjtrudeau",2471,87,2,25,2,0,0,FALSE,1
"justinpjtrudeau",31809,348,0,272,45,0,0,FALSE,1
"justinpjtrudeau",41854,783,1,506,82,0,2,FALSE,1
"justinlong",5195,87,0,774,131,5,4,FALSE,0
"justinhartley",119073,809,2,108,18,0,2,FALSE,0
"justintimberlake",73700,551,0,145,24,0,1,FALSE,0
"justinhartley",27779,786,1,56,9,0,0,FALSE,0
"justinpjtrudeau",187762,3659,2,329,53,0,0,FALSE,1
"justintimberlake",501585,3883,0,33,5,0,0,FALSE,0
"justinpjtrudeau",29231,1437,0,1653,273,0,0,FALSE,1
